"Case Number","Case Record Type","Case Type","Implementer","Account Name","Subject","Release Target","Complexity Cause (SE)","Release Actual","Case Last Modified Date","Cluster","Status","Time Estimate","Time Spent - Communication","Time Spent - Engineering"
"00136435","Strategic  Integration","Social Commerce Upgrade","Dmytro Gunko","Bazaarvoice US","blacks: SCI tracker migration","","","","6/20/2012","C4","In Progress","","0.250","2.000"
"00136420","Strategic  Integration","Social Commerce Upgrade","Dmytro Gunko","Bazaarvoice US","atcross: SCI tracker migration","","","","6/20/2012","C4","Ready for Release","","0.250","1.500"
"00136415","Strategic  Integration","Social Commerce Upgrade","Dmytro Gunko","Bazaarvoice US","allybank: SCI tracker migration","","","","6/18/2012","C4","Closed","","0.250","2.000"
"00136411","Strategic  Integration","Social Commerce Upgrade","Dmytro Gunko","Bazaarvoice US","absolute: SCI tracker migration","","","","6/20/2012","C4","Ready for Release","","0.250","2.000"
"00136454","Strategic  Integration","Social Commerce Upgrade","Dmytro Gunko","Bazaarvoice US","mrclean: SCI tracker migration","","","","6/18/2012","C4","In Progress","","0.500","3.500"
"00136172","Support Team","","Dmytro Gunko","Bazaarvoice US","Venca SCI implementation","5.8.2","SCI","","7/3/2012","C4","Closed","2.50","0.000","2.500"
"00136067","Support Team","","Dmytro Gunko","Bazaarvoice US","Enable SCI","5.6.1","SCI","5.1.4","7/4/2012","C4","Closed","3.00","1.250","4.000"
"00136066","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","Mecca cosmetica 4.7 -> 5.6 UI migration","5.9.0","","","6/8/2012","C4","Closed","3.50","0.000","6.500"
"00135999","Support Team","","Dmytro Gunko","Bazaarvoice US","Lechouchou SCI implementation","5.8.1","SCI","","7/3/2012","C4","Closed","","0.000","3.000"
"00135826","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","potterybarnkids: migrate to 5.6 defaultui","5.8.1","","","6/6/2012","C4","Closed","3.00","0.000","4.000"
"00135821","Support Team","","Dmytro Gunko","Bazaarvoice US","SCI for GA","5.8.1","SCI","5.8.1","7/3/2012","C4","Closed","1.50","0.000","1.750"
"00135557","Support Team","","Dmytro Gunko","Bazaarvoice US","SCI implementation","5.8.1","SCI","","7/3/2012","C4","Closed","","0.250","2.750"
"00135420","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice - Sales","justmysize: migrate to 5.6 defaultui","5.8.0","","","5/30/2012","","Closed","4.00","0.000","4.250"
"00135344","Support Team","","Dmytro Gunko","Bazaarvoice US","Deploy Rona w/ SCI","5.8.0","SCI","","7/3/2012","C4","Closed","3.00","0.000","3.000"
"00135268","Support Team","","Dmytro Gunko","Sleepys LLC","BV Event Tracking no longer working in Google Analytics","5.8.1","SCI","5.8.1","7/3/2012","C4","Closed","2.50","0.500","3.750"
"00135066","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","Pagoda: 4.7 -> 5.6 migration","","","","5/28/2012","C4","Closed","3.00","0.000","4.250"
"00135065","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","5.1 -> 5.6 UI migration","","","","5/31/2012","C4","Closed","4.00","0.000","4.500"
"00135061","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice US","SSSI_Syndication: syndication","6.0.1","","","11/6/2012","C4","In Progress","","0.000","67.500"
"00132641","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","INTERNAL msc: migrate to 5.3 defaultui","5.5.1","","","5/18/2012","C4","Closed","4.00","0.500","4.500"
"00132553","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","INTERNAL americaneagle : migrate to 5.3 defaultui","5.7.0","","","5/24/2012","C4","Closed","4.00","0.500","7.000"
"00132390","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","INTERNAL dyson-uk : migrate to 5.3 defaultui","5.5.0","","","4/26/2012","C4","Closed","5.00","0.000","6.500"
"00132294","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","INTERNAL infiniti : migrate to 5.3 defaultui","4.5.0","","","4/23/2012","C4","Closed","3.50","0.000","5.250"
"00131782","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","INTERNAL jbl  : migrate to 5.3 defaultui","5.4.1","","","4/12/2012","C4","Closed","3.50","0.000","4.000"
"00131710","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","INTERNAL bodyshop-usa  : migrate to 5.3 defaultui","5.4.1","","","4/12/2012","C4","Closed","3.50","0.000","4.250"
"00131709","Support Team","","Dmytro Gunko","Bazaarvoice US","Nestle Purina SCI request","5.7.0","SCI","","7/3/2012","C4","Closed","6.00","1.000","3.750"
"00131692","Support Team","","Dmytro Gunko","Bazaarvoice US","Enable SCI","5.7.0","SCI","","7/3/2012","C4","Closed","3.00","0.000","8.000"
"00131499","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","INTERNAL centralpoint-nl_nl : migrate to 5.3 defaultui","5.4.0","","","4/10/2012","C4","Closed","4.00","0.000","3.750"
"00131278","Support Team","","Dmytro Gunko","Husqvarna NA, Inc.","BV microsite still appearing in Husqvarna organic search results","5.4.1","Microsite Changes","","7/3/2012","C1","Closed","1.00","1.500","4.000"
"00131141","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","INTERNAL mattel: migrate to 5.3 defaultui","5.4.1","","","4/11/2012","C4","Closed","3.00","0.000","4.250"
"00131087","Support Team","","Dmytro Gunko","Energizer Holdings, Inc.","syndication updates","5.4.0","Invalid","","7/3/2012","","Closed","1.00","1.000","2.500"
"00130235","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","INTERNAL thelimited: migrate to 5.1 defaultui","5.3.0","","","3/29/2012","C4","Closed","3.00","0.000","3.000"
"00130030","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","INTERNAL fisherprice: migrate to 5.1 defaultui","5.3.0","","","3/29/2012","C4","Closed","3.00","0.500","4.000"
"00129827","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice US","Group - SCI Request","5.3.0","","","3/21/2012","C4","Closed","1.00","0.250","1.000"
"00129739","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","INTERNAL leejeans: migrate to 5.1 defaultui","5.3.0","","","3/23/2012","C4","Closed","3.00","0.000","3.000"
"00129523","Support Team","","Dmytro Gunko","ECI","ECI / Cosmox","5.3.0","Invalid","5.2.1","7/3/2012","","Closed","5.50","1.500","6.500"
"00129517","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","tide, tide-es: migrate to 5.1 defaultui","5.3.0","","","3/29/2012","C4","Closed","3.50","0.000","4.500"
"00129515","Support Team","","Dmytro Gunko","Bazaarvoice US","coffeeforless: migrate to 5.1 defaultui","5.3.0","Invalid","5.2.1","7/3/2012","C4","Closed","3.00","","2.500"
"00129378","Support Team","","Dmytro Gunko","Bazaarvoice US","Officeworks: migrate to 5.1 defaultui","5.2.1","Data Migrations","","7/3/2012","C4","Closed","3.00","","4.500"
"00129376","Support Team","","Dmytro Gunko","Bazaarvoice US","championusa : migrate to 5.1 defaultui","5.2.1","Data Migrations","","7/3/2012","C4","Closed","3.00","","3.500"
"00127450","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","orientaltrading: migrate to 5.1 defaultui","","","","3/4/2012","C4","Closed","3.00","0.000","3.000"
"00127227","Support Team","","Dmytro Gunko","LEGO","LEGO Drop-Down in Client Portal for All Sites","","Invalid","","7/3/2012","C1","AutoClosed - No Client Response","2.00","0.750","1.500"
"00127180","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","mitsubishi: migrate to 5.1 defaultui","","","","3/4/2012","C4","Closed","3.00","0.000","4.500"
"00127088","Support Team","PIE","Dmytro Gunko","totes>>Isotoner Corporation","Editing 3 Emails","5.1.6","Social Alerts","","7/3/2012","","Closed","1.50","2.000","16.000"
"00127063","Support Team","","Dmytro Gunko","Bazaarvoice US","Thomas Pink - Enable SCI","5.1.6","SCI","","7/3/2012","C4","Closed","3.00","1.250","4.500"
"00126472","Support Team","","Dmytro Gunko","Native Remedies","Native Remedies - Implement SCI","5.1.5","SCI","5.1.5","7/3/2012","","Closed","3.00","0.250","2.500"
"00126186","Support Team","","Dmytro Gunko","The Rockport Company LLC","SCI Request","5.1.5","SCI","5.1.5","7/3/2012","C2","Closed","3.00","0.000","3.000"
"00125939","Support Team","","Dmytro Gunko","Mitsubishi Digital Electronics America","SCI Request for Mitsubishi","5.1.4","SCI","","7/3/2012","C2","Closed","2.00","0.500","2.500"
"00125924","Support Team","","Dmytro Gunko","Reckitt Benckiser (UK)","SCI Implementation","5.1.4","SCI","","7/3/2012","C5","Closed","2.00","1.500","2.000"
"00125706","Support Team","","Dmytro Gunko","Expedia","SE Review Form There are inconsistent translations of ""review"" in Swedish.","","Minor UI Change","","7/3/2012","C2","Closed","1.50","1.250","3.000"
"00125653","Strategic  Integration","UI Migration","Dmytro Gunko","Hanes Brands Inc.","update to the latest ui version","5.1.4","","","3/4/2012","C1","Closed","3.00","0.500","3.000"
"00125576","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","matrixdirect: migrate to 5.1 defaultui","","","","3/4/2012","C4","Closed","3.00","0.500","4.000"
"00125559","Support Team","","Dmytro Gunko","Matrix Direct Insurance Services","Enable SCI","5.1.3","SCI","","7/3/2012","C1","Closed","3.00","0.750","3.000"
"00125523","Support Team","","Dmytro Gunko","The Land of Nod","Post to Facebook Option","5.1.5","Minor UI Change","5.1.4","7/3/2012","C1","Closed","","1.000","1.500"
"00125428","Support Team","","Dmytro Gunko","Cabela's Incorporated","RLP messed up","5.1.4","Minor UI Change","5.1.4","7/3/2012","C4","Closed","0.20","1.000","1.000"
"00125381","Support Team","","Dmytro Gunko","Neckermann NL","Sending feeds to Ftp","5.8.2","Feed Edit","","7/3/2012","C5","Closed","1.50","1.750","2.750"
"00125295","Support Team","","Dmytro Gunko","Vitacost.com","Updating the Vitacost Website","5.1.3","Minor UI Change","5.1.4","7/3/2012","C1","Closed","3.00","1.500","1.000"
"00125274","Support Team","","Dmytro Gunko","Apparel Group","Enable SCI for http://www.sportscraft.com.au","5.1.3","SCI","","7/3/2012","C5","Closed","2.50","0.000","3.000"
"00125242","Support Team","","Dmytro Gunko","Macys.com","Facebook like button flickering","5.1.5","Invalid","5.1.5","7/3/2012","C2","Closed","3.00","1.000","3.500"
"00124851","Support Team","","Dmytro Gunko","Best Buy","Product Family product image - any way to resize, use smaller image or eliminate?","5.1.4","Minor UI Change","","7/3/2012","C3","Closed","2.50","1.000","1.500"
"00124481","Support Team","","Dmytro Gunko","Lorex Corp","Lorex syndication strategy change","5.1.1","Feed Edit","5.1.1","7/3/2012","C4","Closed","0.50","0.500","0.750"
"00124413","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice US","legalzoom: migrate to 5.1 defaultui","5.1.2","","","3/4/2012","C4","Closed","3.00","0.000","4.500"
"00124369","Support Team","","Dmytro Gunko","LegalZoom.com, Inc.","""Review summary"" text change","5.1.1","Minor UI Change","5.1.1","7/3/2012","","Closed","1.00","0.500","0.750"
"00124219","Support Team","","Dmytro Gunko","The Home Depot","Product Families","5.6.0","Feature Request/ Disable (No-Design)","5.5.0","7/3/2012","C2","Closed","3.00","9.250","14.500"
"00124067","Support Team","","Dmytro Gunko","Pet Med Express, Inc.","Cancel Delivery of 1800 Petmeds Feed","5.1.1","Feed Edit","","7/3/2012","C4","Closed","0.50","0.000","1.000"
"00124052","Strategic  Integration","PIE","Dmytro Gunko","The Dress Barn, Inc.","Dressbarn - PIE","5.3.0","","","5/2/2012","C1","Closed","12.00","2.500","14.000"
"00123993","Support Team","","Dmytro Gunko","Big Fish Games","Questions Regarding Reviews in REMOD Status","5.1.1","Invalid","","7/3/2012","","Closed","1.00","0.500","0.500"
"00123963","Support Team","","Dmytro Gunko","Cisco Systems, Inc.","Remove the ""enter contest"" checkbox","5.1.1","Invalid","5.1.1","7/3/2012","C1","Closed","1.50","0.750","1.500"
"00123550","Support Team","","Dmytro Gunko","Under Armour, Inc.","Under Armour- Ask & Answer","5.1.0","Invalid","5.1.0","7/3/2012","C4","Closed","3.00","0.500","2.000"
"00123403","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice US","Customer Investigation","5.0.13","","","3/4/2012","C4","Closed","24.00","0.000","23.000"
"00123158","Support Team","","Dmytro Gunko","Bazaarvoice US","DaveRamsey: migrate to 5.0","5.0.13","Data Migrations","5.0.13","7/3/2012","C4","Closed","3.00","0.000","3.750"
"00123076","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice US","VitaCost, Gonsi: migrate to 5.1 defaultui","","","","3/4/2012","C4","Closed","4.50","0.000","3.500"
"00123070","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice US","Vitacost (PRR): Results of weekly release testing","","","","3/4/2012","C4","Closed","1.50","0.000","0.750"
"00123059","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice US","Intuit (PRR): Results of major release testing on production","","","","3/4/2012","C4","Closed","1.00","0.000","1.000"
"00122957","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice US","intuit: Migrate UI version 4.7 -> 5.0","","","","3/4/2012","C4","Closed","3.00","0.000","3.500"
"00122805","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice US","Arcteryx Migrate UI version to 5.0","","","","3/4/2012","C4","Closed","3.00","0.000","5.000"
"00122655","Support Team","","Dmytro Gunko","Bazaarvoice US","havertys: migrate to 5.0","5.0.12","Invalid","5.0.12","7/3/2012","C4","Closed","3.00","0.000","3.000"
"00122526","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice US","llbean migrate to 5.0","","","","3/4/2012","C4","Closed","3.00","0.000","8.000"
"00122502","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice US","Exito: migration to 5.0","","","","3/4/2012","C4","Closed","3.00","0.000","4.000"
"00122322","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice US","Americangolf  mairation to 5.0","","","","3/4/2012","C4","Closed","3.00","0.000","3.500"
"00122321","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice US","Americangolf (PRR, A&A): Active Tabs Issue from BVC-103685","","","","3/4/2012","C4","Closed","2.00","0.000","1.000"
"00121544","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice US","Enable Hosted Authentication for remingtonproducts","5.0.10","","","3/4/2012","C4","Closed","8.00","1.000","15.500"
"00121491","Support Team","","Dmytro Gunko","Evans Cycles","phone number wrong","5.0.9","Text Change","","7/3/2012","C5","Closed","1.00","1.000","0.250"
"00118287","Strategic  Integration","PIE","Dmytro Gunko","The Golf Warehouse","Enable PIE for TGW","5.5.1","","","5/14/2012","","Closed","6.00","0.500","6.500"
"00117343","Strategic  Integration","PIE","Dmytro Gunko","Suomalainen","PIE implementation","6.0.1","","","11/9/2012","C5","In Progress","5.00","6.000","28.750"
"00115718","Strategic  Integration","PIE","Dmytro Gunko","In The Swim (Cortz)","PIE for Specialty Pool Products","5.3.0","","","5/7/2012","C1","Closed","2.00","2.750","23.000"
"00148503","Strategic  Integration","","Ievgen Pashchenko","Bazaarvoice US","SSSI_Syndication: syndication for Nectar","","","","11/6/2012","C4","In Progress","","0.000","30.250"
"00146984","Strategic  Integration","","Ievgen Pashchenko","Bazaarvoice US","lgelectronics-fr: SCI","","","","10/23/2012","C4","Closed","","0.000","1.500"
"00146376","Strategic  Integration","","Ievgen Pashchenko","Bazaarvoice US","mjb: UI migration to 5.6","","","","10/30/2012","C4","Closed","","0.000","4.500"
"00146357","Strategic  Integration","","Ievgen Pashchenko","Bazaarvoice US","footlocker-en_gb: SSURL testing","","","","10/30/2012","C4","New","","1.750","6.500"
"00145817","Strategic  Integration","","Ievgen Pashchenko","Bazaarvoice US","MensWearhouse: UI migration to 5.6","","","","10/30/2012","C4","Closed","","0.000","3.000"
"00144851","Strategic  Integration","","Ievgen Pashchenko","Bazaarvoice US","Newark: UI migration to 5.6","","","","10/30/2012","C4","Closed","","0.750","8.250"
"00144028","Strategic  Integration","","Ievgen Pashchenko","Bazaarvoice US","SSSI_Syndication: syndication for Epson","","","","10/30/2012","C4","Closed","","0.000","90.000"
"00143959","Strategic  Integration","","Ievgen Pashchenko","Bazaarvoice US","sonycreativesoftware: PIE troubleshooting workflow.","","","","9/6/2012","C4","Closed","","0.000","3.250"
"00143961","Strategic  Integration","","Ievgen Pashchenko","Bazaarvoice US","thephonehouse-de: PIE troubleshooting workflow.","","","","10/30/2012","C4","Closed","","0.000","8.750"
"00143473","Strategic  Integration","","Ievgen Pashchenko","Bazaarvoice US","dressbarn: PIE troubleshooting workflow.","","","","9/6/2012","C4","Closed","","0.000","3.000"
"00143469","Strategic  Integration","","Ievgen Pashchenko","Bazaarvoice US","dowbuilding: PIE troubleshooting workflow.","","","","9/6/2012","C4","Closed","","0.750","3.750"
"00142562","Strategic  Integration","UI Migration","Ievgen Pashchenko","Bazaarvoice US","GrandinRoad: Migrate UI version to 5.6","","","","9/6/2012","C4","Closed","","0.000","3.000"
"00142301","Strategic  Integration","Other","Ievgen Pashchenko","Bazaarvoice US","uniden: PIE troubleshooting workflow.","6.3.0","","","9/6/2012","C4","Closed","","0.750","4.750"
"00142299","Strategic  Integration","Other","Ievgen Pashchenko","Bazaarvoice US","tripplite: PIE troubleshooting workflow.","6.3.0","","","10/30/2012","C4","Closed","","0.000","6.250"
"00142289","Strategic  Integration","Other","Ievgen Pashchenko","Bazaarvoice US","trinaturk: PIE troubleshooting workflow.","6.3.0","","","9/6/2012","C4","Closed","","0.000","3.750"
"00142278","Strategic  Integration","PIE","Ievgen Pashchenko","Bazaarvoice US","PIE for Delta Sky Store and skymall.com","6.3.0","","","11/6/2012","C4","In Progress","","5.500","18.500"
"00141831","Strategic  Integration","UI Migration","Ievgen Pashchenko","Bazaarvoice US","Bol: UI migration","6.2.0","","","9/6/2012","C4","Closed","","0.000","6.000"
"00141765","Strategic  Integration","UI Migration","Ievgen Pashchenko","Bazaarvoice US","dickssportinggoods: UI migration from 4.7 to 5.6","6.2.0","","","9/6/2012","C4","Closed","","0.500","3.000"
"00141727","Strategic  Integration","Other","Ievgen Pashchenko","Bazaarvoice US","tractorsupply: PIE troubleshooting workflow.","6.2.0","","","9/6/2012","C4","Closed","","0.000","7.500"
"00141469","Strategic  Integration","PIE","Ievgen Pashchenko","Bazaarvoice US","GooGone: White-label PIE","6.1.1","","","8/7/2012","C4","Closed","15.00","0.500","0.500"
"00141460","Strategic  Integration","PIE","Ievgen Pashchenko","Bazaarvoice US","1000bulbs: PIE mockup","6.2.0","","","9/6/2012","C4","Closed","","0.250","2.500"
"00141352","Strategic  Integration","Other","Ievgen Pashchenko","Bazaarvoice US","tommybahama: PIE troubleshooting workflow.","6.2.0","","","9/6/2012","C4","Closed","","0.000","5.750"
"00139046","Strategic  Integration","PIE","Ievgen Pashchenko","The Rockport Company LLC","Implementation of White Label PIE","6.1.1","","","10/22/2012","C2","Closed","","5.750","22.250"
"00148532","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","Brandvoice syndication from APC to Costco","","","","10/30/2012","C4","In Progress","","0.000","1.500"
"00148013","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","New BrandVoice syndication Request: Clairol to the following retailers","","","","11/1/2012","C4","Closed","","0.000","6.000"
"00147515","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","mobile-friendly pie default template implementation - reporting","","","","10/16/2012","C4","In Progress","","3.000","2.000"
"00147388","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","New BrandVoice syndication Request: Sorel to many","","","","10/22/2012","C4","Closed","","0.000","6.500"
"00147283","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","Rubbermaid: ui migration 4.9-5.6","","","","10/31/2012","C4","Closed","","0.000","3.500"
"00146947","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","New BrandVoice syndication Request: Abreva to Costco and ATT to MicrosoftStore","","","","10/9/2012","C4","In Progress","","0.000","6.500"
"00146503","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","New BrandVoice syndication Request: Crockpot to Costco","","","","10/16/2012","C4","Closed","","0.000","1.500"
"00146385","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","New BrandVoice syndication Request: Sterilite to Many","","","","10/9/2012","C4","Closed","","0.000","2.000"
"00146382","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","New BrandVoice syndication Request: allenedmonds to nordstrom","","","","10/9/2012","C4","Closed","","0.000","1.500"
"00145818","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","New BrandVoice syndication Request: Multiple brands to RONA","","","","10/9/2012","C4","Closed","","0.000","13.500"
"00145357","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","Maytag: Migrate UI version 5.3 -> 5.6","","","","9/27/2012","C4","Closed","","0.000","1.000"
"00145352","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","Whirlpool: Migrate UI version 5.3 -> 5.6","","","","9/27/2012","C4","Closed","","0.000","1.000"
"00144861","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","philipsbrand-en_GB - asda syndication issues: reporting","","","","9/27/2012","C4","Closed","","1.750","4.750"
"00144864","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","Scotchblue: ui migration 5.0-5.6","","","","10/8/2012","C4","Closed","","0.000","1.500"
"00144837","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","shoecarnival: PIE troubleshooting workflow.","","","","9/11/2012","C4","Closed","","0.000","1.250"
"00144352","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","cultura-fr: PIE troubleshooting workflow.","","","","9/7/2012","C4","Closed","","0.750","1.000"
"00143995","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","schlage: PIE troubleshooting workflow.","","","","9/4/2012","C4","Closed","","0.000","1.250"
"00143994","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","revive: PIE troubleshooting workflow.","","","","8/30/2012","C4","Closed","","0.000","1.250"
"00143993","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","netapp: PIE troubleshooting workflow.","","","","8/30/2012","C4","Closed","","0.000","1.500"
"00143992","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","nutrena: PIE troubleshooting workflow.","","","","8/30/2012","C4","Closed","","0.000","1.500"
"00143991","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","hollandbarret: PIE troubleshooting workflow.","","","","9/4/2012","C4","Closed","","0.000","1.500"
"00143517","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","cultura-fr: ui migration 4.8-5.6","","","","8/30/2012","C4","Closed","","0.000","2.500"
"00143516","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","debenhams-ie: PIE troubleshooting workflow.","","","","9/20/2012","C4","Closed","","0.000","1.000"
"00143515","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","canon-en_ca: PIE troubleshooting workflow.","","","","8/30/2012","C4","Closed","","0.000","1.000"
"00143512","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","odl: PIE troubleshooting workflow.","","","","8/28/2012","C4","Closed","","0.000","1.000"
"00143513","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","vitaminworld: PIE troubleshooting workflow.","","","","8/28/2012","C4","Closed","","0.000","1.000"
"00143509","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","wonderbox: PIE troubleshooting workflow.","","","","8/28/2012","C4","Closed","","0.000","2.000"
"00143514","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","skullcandy: PIE troubleshooting workflow.","","","","9/3/2012","C4","Closed","","0.000","1.000"
"00143510","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","spyoptic: PIE troubleshooting workflow.","","","","9/4/2012","C4","Closed","","0.250","2.000"
"00143460","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","eloquii: PIE troubleshooting workflow.","","","","8/28/2012","C4","Closed","","0.000","2.000"
"00143457","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","vermontcountrystore: PIE troubleshooting workflow.","","","","9/3/2012","C4","Closed","","0.000","1.000"
"00143458","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","paintersmategreen: PIE troubleshooting workflow.","","","","8/30/2012","C4","Closed","","0.000","1.000"
"00143252","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","Swansonhealth: 4.7 ->5.6 UI migration","","","","8/28/2012","C4","Closed","","0.000","2.000"
"00143114","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","mysupermarket: PIE troubleshooting workflow.","","","","8/28/2012","C4","Closed","","0.000","1.000"
"00143113","Strategic  Integration","","Igor Gubernat","Bazaarvoice US","vocalpoint: PIE troubleshooting workflow.","","","","8/28/2012","C4","Closed","","0.000","1.500"
"00142719","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice US","ShopNBC: 4.7 -> 5.6 UI migration","","","","8/17/2012","C4","Closed","","0.000","2.750"
"00142370","Strategic  Integration","Other","Igor Gubernat","Bazaarvoice US","adidas-en_gb: ui migration 4.9-5.6","","","","8/8/2012","C4","Closed","","1.000","16.000"
"00141739","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice US","spyoptic: migrate ui version 4.8 -> 5.6","","","","8/14/2012","C4","Closed","","0.000","3.750"
"00141738","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice US","wonderbox: migrate ui version 4.8 -> 5.6","","","","8/13/2012","C4","Closed","","0.000","2.500"
"00141735","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice US","shoecarnival: migrate ui version 4.7 -> 5.6","","","","9/7/2012","C4","Closed","","0.750","5.000"
"00141733","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice US","odl: migrate ui version 4.8 -> 5.6","","","","8/2/2012","C4","Closed","","0.000","2.500"
"00141737","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice US","vocalpoint: migrate ui version 4.8 -> 5.6","","","","7/31/2012","C4","Closed","","0.000","2.500"
"00141731","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice US","eloquii: migrate ui version 4.8 -> 5.6","","","","8/8/2012","C4","Closed","","0.000","2.500"
"00141642","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice US","ui Version Migration","","","","8/7/2012","C4","Closed","","0.000","6.000"
"00140484","Strategic  Integration","Social Commerce Upgrade","Igor Gubernat","Otter Products","Smart SEO basic implementation","","","","9/12/2012","c1","Closed","","0.250","0.500"
"00140449","Strategic  Integration","Other","Igor Gubernat","Bazaarvoice US","lechouchou: Fonctionnalité de recommandation produit - reporting","","","","9/7/2012","C4","Closed","","1.500","7.750"
"00140304","Support Team","","Igor Gubernat","Yves Rocher","NOSEIFDK - nouvelle implémentation BV","","Minor UI Change","","8/9/2012","C5","Closed","1.00","0.500","1.500"
"00140303","Support Team","","Igor Gubernat","Yves Rocher","DEATCH - nouvelle implémentation BV","","Minor UI Change","","7/20/2012","C5","Closed","","0.500","1.500"
"00140301","Support Team","","Igor Gubernat","Yves Rocher","USCA- nouvelle implémentation BV","","Minor UI Change","","7/19/2012","C5","Closed","1.00","0.250","1.500"
"00139939","Support Team","","Igor Gubernat","TRIA Beauty","Update website on all R&R Submission forms","","Text Change","","7/20/2012","C4","Closed","","0.250","0.500"
"00139819","Support Team","","Igor Gubernat","Blue Shield of California","Links to Write a Review & to Rate the Helpfulness of a Review are broken","","Minor UI Change","","7/31/2012","C1","In Progress","2.00","0.500","1.000"
"00139674","Support Team","","Igor Gubernat","Clorox (Clorox)","Clorox R&R Ts&Cs","","Text Change","","10/31/2012","C4","Closed","","4.500","10.000"
